config_id,components,lr,fold,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_seconds,total_params
11,15,0.005,3,3,1.4324921408566562,0.5753787878787879,1.318487005811749,0.6281818181818182,32.63046097755432,584775
11,15,0.005,3,4,1.2281607707341513,0.6601515151515152,1.1531245338555538,0.6918181818181818,33.18722891807556,584775
11,15,0.005,3,5,1.0881817449222912,0.7128787878787879,1.0386484561544476,0.7337878787878788,31.980122804641724,584775
12,15,0.005,1,1,2.3245867240790163,0.15787878787878787,2.209258058721369,0.17393939393939395,32.31925868988037,584775
12,15,0.005,1,2,2.108936414574132,0.22333333333333333,2.0686807493730024,0.2509090909090909,31.884287118911743,584775
12,15,0.005,1,3,1.9853592037432122,0.29174242424242425,1.959387308323022,0.3131818181818182,31.970247507095337,584775
12,15,0.005,1,4,1.8808058704029431,0.35393939393939394,1.8611897352970008,0.37136363636363634,31.941927433013916,584775
12,15,0.005,1,5,1.7873617922176015,0.4103787878787879,1.7731767869718147,0.4177272727272727,31.9636812210083,584775
12,15,0.005,2,1,2.7513201800259677,0.08757575757575757,2.516975618420225,0.09606060606060605,31.799153566360474,584775
12,15,0.005,2,2,2.411143981471206,0.1328030303030303,2.3450847380089037,0.14909090909090908,31.876195430755615,584775
12,15,0.005,2,3,2.268401444464019,0.1821969696969697,2.2132843202533143,0.1987878787878788,32.00596213340759,584775
12,15,0.005,2,4,2.1448381620464905,0.22992424242424242,2.094161115848657,0.25727272727272726,31.890605688095093,584775
12,15,0.005,2,5,2.032190786852981,0.2853787878787879,1.9856564190893462,0.3137878787878788,31.807301998138428,584775
12,15,0.005,3,1,2.7376222422628693,0.0809090909090909,2.5477198462052777,0.10545454545454545,31.959467887878418,584775
12,15,0.005,3,2,2.4483483415661436,0.12295454545454546,2.3751755142211914,0.13303030303030303,31.846816301345825,584775
12,15,0.005,3,3,2.301920063278892,0.16128787878787879,2.240050119342226,0.18333333333333332,31.802026748657227,584775
12,15,0.005,3,4,2.175079828898112,0.21727272727272728,2.118810278863618,0.2412121212121212,31.930575370788574,584775
12,15,0.005,3,5,2.0592380393635143,0.2759848484848485,2.008259872667717,0.3021212121212121,31.953661918640137,584775
